#X	CH1	CH2
#Sequence	Volt	Volt
3228	6.14e+00	-2.80e-01
3229	6.14e+00	-2.80e-01
3230	6.14e+00	-2.72e-01
3231	6.14e+00	-2.72e-01
3232	6.14e+00	-2.64e-01
3233	6.14e+00	-2.64e-01
3234	6.14e+00	-2.64e-01
3235	6.14e+00	-2.56e-01
3236	6.14e+00	-2.56e-01
3237	6.14e+00	-2.48e-01
3238	6.14e+00	-2.48e-01
3239	6.14e+00	-2.48e-01
3240	6.18e+00	-2.40e-01
3241	6.14e+00	-2.40e-01
3242	6.18e+00	-2.40e-01
3243	6.18e+00	-2.32e-01
3244	6.18e+00	-2.32e-01
3245	6.18e+00	-2.32e-01
3246	6.18e+00	-2.24e-01
3247	6.18e+00	-2.24e-01
3248	6.18e+00	-2.16e-01
3249	6.18e+00	-2.16e-01
3250	6.18e+00	-2.16e-01
3251	6.18e+00	-2.08e-01
3252	6.18e+00	-2.08e-01
3253	6.18e+00	-2.08e-01
3254	6.18e+00	-2.00e-01
3255	6.18e+00	-2.00e-01
3256	6.22e+00	-2.00e-01
3257	6.22e+00	-1.92e-01
3258	6.22e+00	-1.92e-01
3259	6.22e+00	-1.92e-01
3260	6.22e+00	-1.84e-01
3261	6.22e+00	-1.84e-01
3262	6.22e+00	-1.84e-01
3263	6.22e+00	-1.76e-01
3264	6.22e+00	-1.76e-01
3265	6.22e+00	-1.76e-01
3266	6.22e+00	-1.60e-01
3267	6.22e+00	-1.60e-01
3268	6.22e+00	-1.60e-01
3269	6.22e+00	-1.52e-01
3270	6.22e+00	-1.52e-01
3271	6.22e+00	-1.52e-01
3272	6.22e+00	-1.52e-01
3273	6.22e+00	-1.44e-01
3274	6.22e+00	-1.44e-01
3275	6.22e+00	-1.44e-01
3276	6.22e+00	-1.36e-01
3277	6.22e+00	-1.36e-01
3278	6.26e+00	-1.36e-01
3279	6.26e+00	-1.36e-01
3280	6.26e+00	-1.28e-01
3281	6.26e+00	-1.28e-01
3282	6.26e+00	-1.28e-01
3283	6.26e+00	-1.28e-01
3284	6.26e+00	-1.20e-01
3285	6.26e+00	-1.20e-01
3286	6.26e+00	-1.20e-01
3287	6.26e+00	-1.12e-01
3288	6.26e+00	-1.12e-01
3289	6.26e+00	-1.12e-01
3290	6.26e+00	-1.12e-01
3291	6.26e+00	-1.12e-01
3292	6.30e+00	-1.04e-01
3293	6.30e+00	-1.04e-01
3294	6.26e+00	-1.04e-01
3295	6.30e+00	-1.04e-01
3296	6.30e+00	-9.60e-02
3297	6.30e+00	-9.60e-02
3298	6.30e+00	-9.60e-02
3299	6.30e+00	-9.60e-02
3300	6.30e+00	-8.80e-02
3301	6.30e+00	-8.80e-02
3302	6.30e+00	-8.80e-02
3303	6.30e+00	-8.80e-02
3304	6.30e+00	-8.80e-02
3305	6.30e+00	-8.00e-02
3306	6.30e+00	-8.00e-02
3307	6.30e+00	-8.00e-02
3308	6.30e+00	-8.00e-02
3309	6.30e+00	-8.00e-02
3310	6.30e+00	-7.20e-02
3311	6.30e+00	-7.20e-02
3312	6.30e+00	-7.20e-02
3313	6.30e+00	-7.20e-02
3314	6.34e+00	-7.20e-02
3315	6.34e+00	-6.40e-02
3316	6.34e+00	-6.40e-02
3317	6.34e+00	-6.40e-02
3318	6.34e+00	-6.40e-02
3319	6.34e+00	-6.40e-02
3320	6.34e+00	-6.40e-02
3321	6.34e+00	-5.60e-02
3322	6.34e+00	-5.60e-02
3323	6.34e+00	-5.60e-02
3324	6.34e+00	-5.60e-02
3325	6.34e+00	-5.60e-02
3326	6.34e+00	-5.60e-02
3327	6.34e+00	-5.60e-02
3328	6.34e+00	-4.80e-02
3329	6.34e+00	-4.80e-02
3330	6.34e+00	-4.80e-02
3331	6.34e+00	-4.80e-02
3332	6.34e+00	-4.80e-02
3333	6.34e+00	-4.80e-02
3334	6.38e+00	-4.80e-02
3335	6.38e+00	-4.80e-02
3336	6.38e+00	-4.00e-02
3337	6.38e+00	-4.00e-02
3338	6.38e+00	-4.00e-02
3339	6.38e+00	-4.00e-02
3340	6.38e+00	-4.00e-02
3341	6.38e+00	-4.00e-02
3342	6.38e+00	-4.00e-02
3343	6.38e+00	-4.00e-02
3344	6.38e+00	-4.00e-02
3345	6.38e+00	-4.00e-02
3346	6.38e+00	-4.00e-02
3347	6.38e+00	-2.40e-02
3348	6.38e+00	-2.40e-02
3349	6.38e+00	-2.40e-02
3350	6.42e+00	-2.40e-02
3351	6.42e+00	-2.40e-02
3352	6.42e+00	-2.40e-02
3353	6.38e+00	-2.40e-02
3354	6.42e+00	-2.40e-02
3355	6.42e+00	-2.40e-02
3356	6.42e+00	-2.40e-02
3357	6.42e+00	-2.40e-02
3358	6.42e+00	-2.40e-02
3359	6.42e+00	-2.40e-02
3360	6.42e+00	-2.40e-02
3361	6.42e+00	-2.40e-02
3362	6.42e+00	-2.40e-02
3363	6.42e+00	-2.40e-02
3364	6.42e+00	-2.40e-02
3365	6.42e+00	-2.40e-02
3366	6.42e+00	-2.40e-02
3367	6.42e+00	-2.40e-02
3368	6.42e+00	-2.40e-02
3369	6.42e+00	-2.40e-02
3370	6.46e+00	-2.40e-02
3371	6.46e+00	-2.40e-02
3372	6.46e+00	-2.40e-02
3373	6.46e+00	-2.40e-02
3374	6.46e+00	-2.40e-02
3375	6.46e+00	-2.40e-02
3376	6.46e+00	-2.40e-02
3377	6.46e+00	-2.40e-02
3378	6.46e+00	-2.40e-02
3379	6.46e+00	-2.40e-02
3380	6.46e+00	-2.40e-02
3381	6.46e+00	-2.40e-02
3382	6.46e+00	-2.40e-02
3383	6.46e+00	-2.40e-02
3384	6.46e+00	-2.40e-02
3385	6.46e+00	-2.40e-02
3386	6.46e+00	-2.40e-02
3387	6.50e+00	-2.40e-02
3388	6.50e+00	-2.40e-02
3389	6.50e+00	-2.40e-02
3390	6.50e+00	-2.40e-02
3391	6.46e+00	-2.40e-02
3392	6.50e+00	-2.40e-02
3393	6.50e+00	-2.40e-02
3394	6.50e+00	-4.00e-02
3395	6.50e+00	-4.00e-02
3396	6.50e+00	-4.00e-02
3397	6.50e+00	-4.00e-02
3398	6.50e+00	-4.00e-02
3399	6.50e+00	-4.00e-02
3400	6.50e+00	-4.00e-02
3401	6.50e+00	-4.00e-02
3402	6.50e+00	-4.00e-02
3403	6.50e+00	-4.80e-02
3404	6.50e+00	-4.80e-02
3405	6.54e+00	-4.80e-02
3406	6.54e+00	-4.80e-02
3407	6.50e+00	-4.80e-02
3408	6.54e+00	-4.80e-02
3409	6.54e+00	-4.80e-02
3410	6.54e+00	-4.80e-02
3411	6.54e+00	-5.60e-02
3412	6.54e+00	-5.60e-02
3413	6.54e+00	-5.60e-02
3414	6.54e+00	-5.60e-02
3415	6.54e+00	-5.60e-02
3416	6.54e+00	-5.60e-02
3417	6.54e+00	-6.40e-02
3418	6.54e+00	-6.40e-02
3419	6.54e+00	-6.40e-02
3420	6.54e+00	-6.40e-02
3421	6.54e+00	-6.40e-02
3422	6.54e+00	-7.20e-02
3423	6.54e+00	-7.20e-02
3424	6.54e+00	-7.20e-02
3425	6.58e+00	-7.20e-02
3426	6.54e+00	-7.20e-02
3427	6.58e+00	-8.00e-02
3428	6.54e+00	-8.00e-02
3429	6.58e+00	-8.00e-02
3430	6.58e+00	-8.00e-02
3431	6.58e+00	-8.80e-02
3432	6.58e+00	-8.80e-02
3433	6.58e+00	-8.80e-02
3434	6.58e+00	-8.80e-02
3435	6.58e+00	-9.60e-02
3436	6.58e+00	-9.60e-02
3437	6.58e+00	-9.60e-02
3438	6.58e+00	-9.60e-02
3439	6.58e+00	-1.04e-01
3440	6.58e+00	-1.04e-01
3441	6.58e+00	-1.04e-01
3442	6.58e+00	-1.12e-01
3443	6.58e+00	-1.12e-01
3444	6.58e+00	-1.12e-01
3445	6.62e+00	-1.12e-01
3446	6.62e+00	-1.20e-01
3447	6.62e+00	-1.20e-01
3448	6.62e+00	-1.20e-01
3449	6.62e+00	-1.28e-01
3450	6.62e+00	-1.28e-01
3451	6.62e+00	-1.28e-01
3452	6.62e+00	-1.36e-01
3453	6.62e+00	-1.36e-01
3454	6.62e+00	-1.36e-01
3455	6.62e+00	-1.44e-01
3456	6.62e+00	-1.44e-01
3457	6.62e+00	-1.44e-01
3458	6.62e+00	-1.52e-01
3459	6.62e+00	-1.52e-01
3460	6.62e+00	-1.52e-01
3461	6.62e+00	-1.60e-01
3462	6.66e+00	-1.60e-01
3463	6.62e+00	-1.76e-01
3464	6.62e+00	-1.76e-01
3465	6.66e+00	-1.76e-01
3466	6.62e+00	-1.84e-01
3467	6.62e+00	-1.84e-01
3468	6.66e+00	-1.84e-01
3469	6.66e+00	-1.92e-01
3470	6.66e+00	-1.92e-01
3471	6.66e+00	-2.00e-01
3472	6.66e+00	-2.00e-01
3473	6.66e+00	-2.08e-01
3474	6.66e+00	-2.08e-01
3475	6.66e+00	-2.08e-01
3476	6.66e+00	-2.16e-01
3477	6.66e+00	-2.16e-01
3478	6.66e+00	-2.24e-01
3479	6.66e+00	-2.24e-01
3480	6.70e+00	-2.32e-01
3481	6.66e+00	-2.32e-01
3482	6.66e+00	-2.32e-01
3483	6.66e+00	-2.40e-01
3484	6.66e+00	-2.40e-01
3485	6.70e+00	-2.48e-01
3486	6.70e+00	-2.48e-01
3487	6.70e+00	-2.56e-01
3488	6.70e+00	-2.56e-01
3489	6.70e+00	-2.64e-01
3490	6.66e+00	-2.64e-01
3491	6.70e+00	-2.72e-01
3492	6.70e+00	-2.72e-01
3493	6.70e+00	-2.72e-01
3494	6.70e+00	-2.80e-01
3495	6.70e+00	-2.80e-01
3496	6.70e+00	-2.88e-01
3497	6.70e+00	-2.88e-01
3498	6.70e+00	-3.04e-01
3499	6.70e+00	-3.04e-01
3500	6.70e+00	-3.12e-01
3501	6.70e+00	-3.12e-01
3502	6.70e+00	-3.20e-01
3503	6.70e+00	-3.20e-01
3504	6.70e+00	-3.28e-01
3505	6.74e+00	-3.28e-01
3506	6.74e+00	-3.36e-01
3507	6.74e+00	-3.36e-01
3508	6.74e+00	-3.44e-01
3509	6.74e+00	-3.44e-01
3510	6.74e+00	-3.52e-01
3511	6.74e+00	-3.52e-01
3512	6.74e+00	-3.60e-01
3513	6.74e+00	-3.60e-01
3514	6.74e+00	-3.68e-01
3515	6.74e+00	-3.68e-01
3516	6.74e+00	-3.76e-01
3517	6.74e+00	-3.76e-01
3518	6.74e+00	-3.84e-01
3519	6.74e+00	-3.92e-01
3520	6.74e+00	-3.92e-01
3521	6.74e+00	-3.92e-01
3522	6.74e+00	-4.00e-01
3523	6.74e+00	-4.08e-01
3524	6.74e+00	-4.08e-01
3525	6.74e+00	-4.16e-01
3526	6.74e+00	-4.16e-01
3527	6.78e+00	-4.24e-01
3528	6.74e+00	-4.24e-01
3529	6.78e+00	-4.40e-01
3530	6.78e+00	-4.40e-01
3531	6.78e+00	-4.48e-01
3532	6.78e+00	-4.48e-01
3533	6.78e+00	-4.56e-01
3534	6.78e+00	-4.56e-01
3535	6.78e+00	-4.64e-01
3536	6.78e+00	-4.64e-01
3537	6.78e+00	-4.72e-01
3538	6.78e+00	-4.80e-01
3539	6.78e+00	-4.80e-01
3540	6.78e+00	-4.80e-01
3541	6.78e+00	-4.88e-01
3542	6.78e+00	-4.88e-01
3543	6.86e+00	-4.96e-01
3544	6.78e+00	-4.96e-01
3545	6.86e+00	-5.04e-01
3546	6.86e+00	-5.12e-01
3547	6.86e+00	-5.12e-01
3548	6.86e+00	-5.12e-01
3549	6.86e+00	-5.20e-01
3550	6.86e+00	-5.20e-01
3551	6.86e+00	-5.28e-01
3552	6.86e+00	-5.28e-01
3553	6.86e+00	-5.36e-01
3554	6.86e+00	-5.36e-01
3555	6.86e+00	-5.44e-01
3556	6.86e+00	-5.44e-01
3557	6.86e+00	-5.52e-01
3558	6.86e+00	-5.52e-01
3559	6.86e+00	-5.60e-01
3560	6.86e+00	-5.60e-01
3561	6.86e+00	-5.76e-01
3562	6.86e+00	-5.76e-01
3563	6.86e+00	-5.84e-01
3564	6.86e+00	-5.84e-01
3565	6.86e+00	-5.92e-01
3566	6.90e+00	-5.92e-01
3567	6.90e+00	-6.00e-01
3568	6.90e+00	-6.00e-01
3569	6.86e+00	-6.00e-01
3570	6.90e+00	-6.08e-01
3571	6.90e+00	-6.08e-01
3572	6.90e+00	-6.16e-01
3573	6.90e+00	-6.16e-01
3574	6.90e+00	-6.24e-01
3575	6.90e+00	-6.24e-01
3576	6.90e+00	-6.24e-01
3577	6.90e+00	-6.32e-01
3578	6.90e+00	-6.32e-01
3579	6.90e+00	-6.40e-01
3580	6.90e+00	-6.40e-01
3581	6.90e+00	-6.48e-01
3582	6.90e+00	-6.48e-01
3583	6.90e+00	-6.48e-01
3584	6.90e+00	-6.56e-01
3585	6.90e+00	-6.56e-01
3586	6.90e+00	-6.64e-01
3587	6.90e+00	-6.64e-01
3588	6.94e+00	-6.64e-01
3589	6.94e+00	-6.72e-01
3590	6.94e+00	-6.72e-01
3591	6.94e+00	-6.80e-01
3592	6.94e+00	-6.80e-01
3593	6.94e+00	-6.80e-01
3594	6.94e+00	-6.88e-01
3595	6.94e+00	-6.88e-01
3596	6.94e+00	-6.88e-01
3597	6.94e+00	-6.96e-01
3598	6.94e+00	-6.96e-01
3599	6.94e+00	-6.96e-01
3600	6.94e+00	-7.12e-01
3601	6.94e+00	-7.12e-01
3602	6.94e+00	-7.12e-01
3603	6.94e+00	-7.12e-01
3604	6.94e+00	-7.20e-01
3605	6.94e+00	-7.20e-01
3606	6.94e+00	-7.20e-01
3607	6.98e+00	-7.28e-01
3608	6.98e+00	-7.28e-01
3609	6.94e+00	-7.28e-01
3610	6.94e+00	-7.36e-01
3611	6.94e+00	-7.36e-01
3612	6.98e+00	-7.36e-01
3613	6.98e+00	-7.44e-01
3614	6.98e+00	-7.44e-01
3615	6.98e+00	-7.44e-01
3616	6.98e+00	-7.52e-01
3617	6.98e+00	-7.52e-01
3618	6.98e+00	-7.52e-01
3619	6.98e+00	-7.52e-01
3620	6.98e+00	-7.60e-01
3621	6.98e+00	-7.60e-01
3622	6.98e+00	-7.60e-01
3623	6.98e+00	-7.60e-01
3624	6.98e+00	-7.68e-01
3625	6.98e+00	-7.68e-01
3626	6.98e+00	-7.68e-01
3627	6.98e+00	-7.68e-01
3628	6.98e+00	-7.76e-01
3629	6.98e+00	-7.76e-01
3630	6.98e+00	-7.76e-01
3631	6.98e+00	-7.76e-01
3632	6.98e+00	-7.84e-01
3633	6.98e+00	-7.84e-01
3634	6.98e+00	-7.84e-01
3635	6.98e+00	-7.84e-01
3636	6.98e+00	-7.84e-01
3637	6.98e+00	-7.92e-01
3638	6.98e+00	-7.92e-01
3639	6.98e+00	-7.92e-01
3640	6.98e+00	-7.92e-01
3641	6.98e+00	-7.92e-01
3642	6.98e+00	-7.92e-01
3643	6.98e+00	-7.92e-01
3644	6.98e+00	-7.92e-01
3645	6.98e+00	-7.92e-01
3646	6.98e+00	-7.92e-01
3647	6.98e+00	-7.92e-01
3648	7.02e+00	-7.92e-01
3649	7.02e+00	-7.92e-01
3650	6.98e+00	-7.92e-01
3651	6.98e+00	-7.92e-01
3652	6.98e+00	-7.92e-01
3653	6.98e+00	-7.92e-01
3654	7.02e+00	-7.84e-01
3655	6.98e+00	-7.84e-01
3656	6.98e+00	-7.84e-01
3657	7.02e+00	-7.84e-01
3658	7.02e+00	-7.84e-01
3659	7.02e+00	-7.84e-01
3660	7.02e+00	-7.84e-01
3661	6.98e+00	-7.84e-01
3662	6.98e+00	-7.84e-01
3663	7.02e+00	-7.84e-01
3664	7.02e+00	-7.84e-01
3665	6.98e+00	-7.84e-01
3666	7.02e+00	-7.84e-01
3667	7.02e+00	-7.76e-01
3668	6.98e+00	-7.84e-01
3669	6.98e+00	-7.76e-01
3670	6.98e+00	-7.76e-01
3671	6.98e+00	-7.76e-01
3672	6.98e+00	-7.76e-01
3673	6.98e+00	-7.76e-01
3674	6.98e+00	-7.76e-01
3675	7.02e+00	-7.76e-01
3676	7.02e+00	-7.76e-01
3677	7.02e+00	-7.76e-01
3678	7.02e+00	-7.76e-01
3679	7.02e+00	-7.76e-01
3680	6.98e+00	-7.76e-01
3681	7.02e+00	-7.76e-01
3682	6.98e+00	-7.76e-01
3683	7.02e+00	-7.68e-01
3684	7.02e+00	-7.68e-01
3685	7.02e+00	-7.68e-01
3686	7.02e+00	-7.68e-01
3687	6.98e+00	-7.68e-01
3688	6.98e+00	-7.68e-01
3689	6.98e+00	-7.68e-01
3690	6.98e+00	-7.68e-01
3691	7.02e+00	-7.68e-01
3692	7.02e+00	-7.68e-01
3693	6.98e+00	-7.68e-01
3694	7.02e+00	-7.68e-01
3695	7.02e+00	-7.68e-01
3696	6.98e+00	-7.68e-01
3697	6.98e+00	-7.68e-01
3698	7.02e+00	-7.68e-01
3699	7.02e+00	-7.60e-01
3700	7.02e+00	-7.60e-01
3701	6.98e+00	-7.60e-01
3702	7.02e+00	-7.60e-01
3703	6.98e+00	-7.60e-01
3704	6.98e+00	-7.60e-01
3705	7.02e+00	-7.60e-01
3706	7.02e+00	-7.60e-01
3707	7.02e+00	-7.52e-01
3708	6.98e+00	-7.52e-01
3709	7.02e+00	-7.52e-01
3710	6.98e+00	-7.52e-01
3711	6.98e+00	-7.52e-01
3712	6.98e+00	-7.52e-01
3713	7.02e+00	-7.52e-01
3714	6.98e+00	-7.52e-01
3715	6.98e+00	-7.52e-01
3716	7.02e+00	-7.52e-01
3717	7.02e+00	-7.52e-01
3718	6.98e+00	-7.52e-01
3719	7.02e+00	-7.52e-01
3720	6.98e+00	-7.52e-01
3721	7.02e+00	-7.52e-01
3722	7.02e+00	-7.52e-01
3723	7.02e+00	-7.52e-01
3724	7.02e+00	-7.52e-01
3725	7.02e+00	-7.52e-01
3726	6.98e+00	-7.52e-01
3727	7.02e+00	-7.52e-01
3728	7.02e+00	-7.52e-01
3729	6.98e+00	-7.52e-01
3730	6.98e+00	-7.52e-01
3731	6.98e+00	-7.52e-01
3732	6.98e+00	-7.52e-01
3733	6.98e+00	-7.52e-01
3734	7.02e+00	-7.52e-01
3735	6.98e+00	-7.52e-01
3736	6.98e+00	-7.52e-01
3737	7.02e+00	-7.52e-01
3738	7.02e+00	-7.60e-01
3739	7.02e+00	-7.60e-01
3740	7.02e+00	-7.60e-01
3741	6.98e+00	-7.60e-01
3742	6.98e+00	-7.60e-01
3743	6.98e+00	-7.60e-01
3744	7.02e+00	-7.60e-01
3745	6.98e+00	-7.60e-01
3746	7.02e+00	-7.60e-01
3747	6.98e+00	-7.60e-01
3748	7.02e+00	-7.60e-01
3749	7.02e+00	-7.68e-01
3750	6.98e+00	-7.68e-01
3751	7.02e+00	-7.68e-01
3752	7.02e+00	-7.68e-01
3753	7.02e+00	-7.68e-01
3754	7.02e+00	-7.68e-01
3755	6.98e+00	-7.68e-01
3756	6.98e+00	-7.68e-01
3757	7.02e+00	-7.68e-01
3758	7.02e+00	-7.68e-01
3759	6.98e+00	-7.68e-01
3760	7.02e+00	-7.68e-01
3761	7.02e+00	-7.76e-01
3762	7.02e+00	-7.76e-01
3763	7.02e+00	-7.76e-01
3764	6.98e+00	-7.76e-01
3765	6.98e+00	-7.76e-01
3766	7.02e+00	-7.76e-01
3767	7.02e+00	-7.76e-01
3768	7.02e+00	-7.76e-01
3769	7.02e+00	-7.76e-01
3770	6.98e+00	-7.76e-01
3771	6.98e+00	-7.76e-01
3772	7.02e+00	-7.76e-01
3773	6.98e+00	-7.76e-01
3774	7.02e+00	-7.76e-01
3775	7.02e+00	-7.76e-01
3776	7.02e+00	-7.76e-01
3777	7.02e+00	-7.76e-01
3778	7.02e+00	-7.76e-01
3779	7.02e+00	-7.76e-01
3780	7.02e+00	-7.84e-01
3781	7.02e+00	-7.76e-01
3782	7.02e+00	-7.76e-01
3783	7.02e+00	-7.84e-01
3784	6.98e+00	-7.76e-01
3785	7.02e+00	-7.76e-01
3786	7.02e+00	-7.84e-01
3787	7.02e+00	-7.84e-01
3788	7.02e+00	-7.84e-01
3789	6.98e+00	-7.84e-01
3790	6.98e+00	-7.84e-01
3791	6.98e+00	-7.84e-01
3792	6.98e+00	-7.84e-01
3793	6.98e+00	-7.84e-01
3794	7.02e+00	-7.84e-01
3795	6.98e+00	-7.84e-01
3796	7.02e+00	-7.84e-01
3797	7.02e+00	-7.84e-01
3798	6.98e+00	-7.84e-01
3799	7.02e+00	-7.84e-01
3800	7.02e+00	-7.84e-01
3801	6.98e+00	-7.84e-01
3802	6.98e+00	-7.84e-01
3803	7.02e+00	-7.84e-01
3804	7.02e+00	-7.84e-01
3805	7.02e+00	-7.84e-01
3806	7.02e+00	-7.84e-01
3807	6.98e+00	-7.84e-01
3808	7.02e+00	-7.84e-01
3809	6.98e+00	-7.84e-01
3810	6.98e+00	-7.84e-01
3811	7.02e+00	-7.84e-01
3812	7.02e+00	-7.84e-01
3813	7.02e+00	-7.84e-01
3814	6.98e+00	-7.84e-01
3815	6.98e+00	-7.84e-01
3816	7.02e+00	-7.84e-01
3817	7.02e+00	-7.84e-01
3818	6.98e+00	-7.84e-01
3819	6.98e+00	-7.84e-01
3820	6.98e+00	-7.84e-01
3821	7.02e+00	-7.84e-01
3822	7.02e+00	-7.84e-01
3823	7.02e+00	-7.84e-01
3824	7.02e+00	-7.76e-01
3825	7.02e+00	-7.84e-01
3826	6.98e+00	-7.84e-01
3827	6.98e+00	-7.84e-01
3828	6.98e+00	-7.84e-01
3829	6.98e+00	-7.84e-01
3830	6.98e+00	-7.84e-01
3831	7.02e+00	-7.84e-01
3832	7.02e+00	-7.84e-01
3833	7.02e+00	-7.84e-01
3834	6.98e+00	-7.84e-01
3835	7.02e+00	-7.84e-01
3836	6.98e+00	-7.84e-01
3837	6.98e+00	-7.84e-01
3838	6.98e+00	-7.84e-01
3839	7.02e+00	-7.84e-01
3840	6.98e+00	-7.84e-01
3841	6.98e+00	-7.84e-01
3842	6.98e+00	-7.84e-01
3843	6.98e+00	-7.84e-01
3844	7.02e+00	-7.84e-01
3845	6.98e+00	-7.84e-01
3846	6.98e+00	-7.84e-01
3847	6.98e+00	-7.84e-01
3848	6.98e+00	-7.84e-01
3849	6.98e+00	-7.84e-01
3850	6.98e+00	-7.84e-01
3851	6.98e+00	-7.84e-01
3852	7.02e+00	-7.84e-01
3853	7.02e+00	-7.84e-01
3854	7.02e+00	-7.84e-01
3855	6.98e+00	-7.84e-01
3856	6.98e+00	-7.92e-01
3857	7.02e+00	-7.92e-01
3858	6.98e+00	-7.92e-01
3859	6.98e+00	-7.92e-01
3860	7.02e+00	-7.92e-01
3861	7.02e+00	-7.92e-01
3862	6.98e+00	-7.92e-01
3863	6.98e+00	-7.92e-01
3864	7.02e+00	-7.92e-01
3865	6.98e+00	-7.92e-01
3866	7.02e+00	-7.92e-01
3867	6.98e+00	-7.92e-01
3868	6.98e+00	-7.92e-01
3869	7.02e+00	-7.92e-01
3870	6.98e+00	-8.00e-01
3871	7.02e+00	-8.00e-01
3872	6.98e+00	-8.00e-01
3873	7.02e+00	-8.00e-01
3874	6.98e+00	-8.00e-01
3875	7.02e+00	-8.00e-01
3876	6.98e+00	-8.00e-01
3877	7.02e+00	-8.00e-01
3878	7.02e+00	-8.00e-01
3879	7.02e+00	-8.00e-01
3880	7.02e+00	-8.00e-01
3881	6.98e+00	-8.08e-01
3882	6.98e+00	-8.08e-01
3883	7.02e+00	-8.08e-01
3884	6.98e+00	-8.08e-01
3885	6.98e+00	-8.08e-01
3886	6.98e+00	-8.08e-01
3887	7.02e+00	-8.08e-01
3888	6.98e+00	-8.08e-01
3889	6.98e+00	-8.08e-01
3890	6.98e+00	-8.08e-01
3891	6.98e+00	-8.08e-01
3892	7.02e+00	-8.08e-01
3893	6.98e+00	-8.08e-01
3894	6.98e+00	-8.16e-01
3895	7.02e+00	-8.16e-01
3896	6.98e+00	-8.16e-01
3897	6.98e+00	-8.16e-01
3898	7.02e+00	-8.16e-01
3899	6.98e+00	-8.16e-01
3900	6.98e+00	-8.16e-01
3901	6.98e+00	-8.16e-01
3902	7.02e+00	-8.16e-01
3903	6.98e+00	-8.16e-01
3904	7.02e+00	-8.16e-01
3905	6.98e+00	-8.16e-01
3906	6.98e+00	-8.16e-01
3907	7.02e+00	-8.16e-01
3908	7.02e+00	-8.16e-01
3909	6.98e+00	-8.16e-01
3910	6.98e+00	-8.16e-01
3911	7.02e+00	-8.16e-01
3912	6.98e+00	-8.16e-01
3913	7.02e+00	-8.16e-01
3914	7.02e+00	-8.16e-01
3915	6.98e+00	-8.16e-01
3916	6.98e+00	-8.16e-01
3917	7.02e+00	-8.16e-01
3918	6.98e+00	-8.16e-01
3919	7.02e+00	-8.24e-01
3920	7.02e+00	-8.24e-01
3921	6.98e+00	-8.24e-01
3922	6.98e+00	-8.24e-01
3923	6.98e+00	-8.24e-01
3924	7.02e+00	-8.24e-01
3925	6.98e+00	-8.24e-01
3926	6.98e+00	-8.24e-01
3927	7.02e+00	-8.24e-01
3928	6.98e+00	-8.24e-01
3929	6.98e+00	-8.24e-01
3930	7.02e+00	-8.24e-01
3931	7.02e+00	-8.24e-01
3932	6.98e+00	-8.24e-01
3933	7.02e+00	-8.24e-01
3934	7.02e+00	-8.24e-01
3935	6.98e+00	-8.24e-01
3936	7.02e+00	-8.24e-01
3937	6.98e+00	-8.24e-01
3938	6.98e+00	-8.24e-01
3939	6.98e+00	-8.24e-01
3940	6.98e+00	-8.24e-01
3941	6.98e+00	-8.24e-01
3942	7.02e+00	-8.24e-01
3943	6.98e+00	-8.24e-01
3944	7.02e+00	-8.24e-01
3945	6.98e+00	-8.24e-01
3946	6.98e+00	-8.24e-01
3947	6.98e+00	-8.24e-01
3948	7.02e+00	-8.24e-01
3949	7.02e+00	-8.24e-01
3950	7.02e+00	-8.24e-01
3951	7.02e+00	-8.24e-01
3952	7.02e+00	-8.24e-01
3953	6.98e+00	-8.24e-01
3954	7.02e+00	-8.24e-01
3955	7.02e+00	-8.24e-01
3956	6.98e+00	-8.40e-01
3957	7.02e+00	-8.24e-01
3958	6.98e+00	-8.24e-01
3959	6.98e+00	-8.40e-01
3960	7.02e+00	-8.24e-01
3961	6.98e+00	-8.40e-01
3962	7.02e+00	-8.40e-01
3963	6.98e+00	-8.24e-01
3964	6.98e+00	-8.40e-01
3965	7.02e+00	-8.40e-01
3966	7.02e+00	-8.40e-01
3967	6.98e+00	-8.40e-01
3968	6.98e+00	-8.40e-01
3969	7.02e+00	-8.40e-01
3970	6.98e+00	-8.40e-01
3971	6.98e+00	-8.40e-01
3972	7.02e+00	-8.40e-01
3973	7.02e+00	-8.40e-01
3974	6.98e+00	-8.40e-01
3975	7.02e+00	-8.40e-01
3976	7.02e+00	-8.40e-01
3977	7.02e+00	-8.40e-01
3978	6.98e+00	-8.40e-01
3979	7.02e+00	-8.40e-01
3980	6.98e+00	-8.40e-01
3981	7.02e+00	-8.40e-01
3982	6.98e+00	-8.40e-01
3983	7.02e+00	-8.40e-01
3984	7.02e+00	-8.40e-01
3985	6.98e+00	-8.40e-01
3986	7.02e+00	-8.40e-01
3987	6.98e+00	-8.40e-01
3988	6.98e+00	-8.40e-01
3989	6.98e+00	-8.40e-01
3990	7.02e+00	-8.40e-01
3991	7.02e+00	-8.40e-01
3992	6.98e+00	-8.40e-01
3993	7.02e+00	-8.40e-01
3994	7.02e+00	-8.40e-01
3995	6.98e+00	-8.40e-01
3996	6.98e+00	-8.40e-01
3997	6.98e+00	-8.40e-01
3998	7.02e+00	-8.40e-01
3999	7.02e+00	-8.40e-01
4000	7.02e+00	-8.40e-01
4001	6.98e+00	-8.40e-01
4002	7.02e+00	-8.40e-01
4003	7.02e+00	-8.40e-01
